ИНД (ТБ_ГОСБ_ТН);ИНД (ТБ_ГОСБ_ФИО);ТН 10;ТБ;ГОСБ;КМ;Эффективный КМ;2025, тыс. руб.;2024, тыс. руб. на конец месяца;Прирост, %;Прирост, тыс. руб.;ОД конец квартала, тыс. руб.
Юго-Западный банк_Адыгейское ОСБ №8620_3516960926;Юго-Западный банк_Адыгейское ОСБ №8620_Лебедев София Ивановна;3516960926;Юго-Западный банк;Адыгейское ОСБ №8620;Лебедев София Ивановна;👍;97087;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_3896193894;Юго-Западный банк_Адыгейское ОСБ №8620_Козлов Дмитрий Алексеевич;3896193894;Юго-Западный банк;Адыгейское ОСБ №8620;Козлов Дмитрий Алексеевич;👍;77230;56383.0;36.97;20847.0;77230.0
Юго-Западный банк_Адыгейское ОСБ №8620_3896193894;Юго-Западный банк_Адыгейское ОСБ №8620_Козлов Дмитрий Алексеевич;3896193894;Юго-Западный банк;Адыгейское ОСБ №8620;Козлов Дмитрий Алексеевич;👍;56383;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_5187567511;Юго-Западный банк_Адыгейское ОСБ №8620_Павлов Владислав Алексеевич;5187567511;Юго-Западный банк;Адыгейское ОСБ №8620;Павлов Владислав Алексеевич;👍;102033;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_5187567511;Юго-Западный банк_Адыгейское ОСБ №8620_Павлов Владислав Алексеевич;5187567511;Юго-Западный банк;Адыгейское ОСБ №8620;Павлов Владислав Алексеевич;👍;192152;102033.0;88.32;90119.0;192152.0
Юго-Западный банк_Адыгейское ОСБ №8620_7035709939;Юго-Западный банк_Адыгейское ОСБ №8620_Михайлов Михаил Иванович;7035709939;Юго-Западный банк;Адыгейское ОСБ №8620;Михайлов Михаил Иванович;👍;76468;50173.0;52.41;26295.0;76468.0
Юго-Западный банк_Адыгейское ОСБ №8620_7035709939;Юго-Западный банк_Адыгейское ОСБ №8620_Михайлов Михаил Иванович;7035709939;Юго-Западный банк;Адыгейское ОСБ №8620;Михайлов Михаил Иванович;👍;50173;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_7792069156;Юго-Западный банк_Адыгейское ОСБ №8620_Павлов Ксения Владимировна;7792069156;Юго-Западный банк;Адыгейское ОСБ №8620;Павлов Ксения Владимировна;👍;191361;171608.0;11.51;19753.0;191361.0
Юго-Западный банк_Адыгейское ОСБ №8620_7792069156;Юго-Западный банк_Адыгейское ОСБ №8620_Павлов Ксения Владимировна;7792069156;Юго-Западный банк;Адыгейское ОСБ №8620;Павлов Ксения Владимировна;👍;171608;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_8026477578;Юго-Западный банк_Адыгейское ОСБ №8620_Кузнецов Полина Николаевна;8026477578;Юго-Западный банк;Адыгейское ОСБ №8620;Кузнецов Полина Николаевна;👍;96563;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_8026477578;Юго-Западный банк_Адыгейское ОСБ №8620_Кузнецов Полина Николаевна;8026477578;Юго-Западный банк;Адыгейское ОСБ №8620;Кузнецов Полина Николаевна;👍;145964;96563.0;51.16;49401.0;145964.0
Юго-Западный банк_Адыгейское ОСБ №8620_8216750016;Юго-Западный банк_Адыгейское ОСБ №8620_Семенов Елена Николаевна;8216750016;Юго-Западный банк;Адыгейское ОСБ №8620;Семенов Елена Николаевна;👍;184596;122792.0;50.33;61804.0;184596.0
Юго-Западный банк_Адыгейское ОСБ №8620_8216750016;Юго-Западный банк_Адыгейское ОСБ №8620_Семенов Елена Николаевна;8216750016;Юго-Западный банк;Адыгейское ОСБ №8620;Семенов Елена Николаевна;👍;122792;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_8803847914;Юго-Западный банк_Адыгейское ОСБ №8620_Попов Дмитрий Дмитриевич;8803847914;Юго-Западный банк;Адыгейское ОСБ №8620;Попов Дмитрий Дмитриевич;👍;148858;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_8931218225;Юго-Западный банк_Адыгейское ОСБ №8620_Павлов Константин Андреевич;8931218225;Юго-Западный банк;Адыгейское ОСБ №8620;Павлов Константин Андреевич;👎;210232;63923.0;228.88;146309.0;210232.0
Юго-Западный банк_Адыгейское ОСБ №8620_8931218225;Юго-Западный банк_Адыгейское ОСБ №8620_Павлов Константин Андреевич;8931218225;Юго-Западный банк;Адыгейское ОСБ №8620;Павлов Константин Андреевич;👎;63923;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_8957453057;Юго-Западный банк_Адыгейское ОСБ №8620_Иванов София Андреевна;8957453057;Юго-Западный банк;Адыгейское ОСБ №8620;Иванов София Андреевна;👍;103838;N/A;N/A;N/A;N/A
Юго-Западный банк_Адыгейское ОСБ №8620_8957453057;Юго-Западный банк_Адыгейское ОСБ №8620_Иванов София Андреевна;8957453057;Юго-Западный банк;Адыгейское ОСБ №8620;Иванов София Андреевна;👍;175701;103838.0;69.21;71863.0;175701.0
Юго-Западный банк_Аппарат Юго-Западного банка_0327127076;Юго-Западный банк_Аппарат Юго-Западного банка_Смирнов Артем Иванович;327127076;Юго-Западный банк;Аппарат Юго-Западного банка;Смирнов Артем Иванович;👍;152329;102779.0;48.21;49550.0;152329.0
Юго-Западный банк_Аппарат Юго-Западного банка_0327127076;Юго-Западный банк_Аппарат Юго-Западного банка_Смирнов Артем Иванович;327127076;Юго-Западный банк;Аппарат Юго-Западного банка;Смирнов Артем Иванович;👍;102779;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_0472629984;Юго-Западный банк_Аппарат Юго-Западного банка_Волков Андрей Сергеевич;472629984;Юго-Западный банк;Аппарат Юго-Западного банка;Волков Андрей Сергеевич;👍;115626;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_0472629984;Юго-Западный банк_Аппарат Юго-Западного банка_Волков Андрей Сергеевич;472629984;Юго-Западный банк;Аппарат Юго-Западного банка;Волков Андрей Сергеевич;👍;148743;115626.0;28.64;33117.0;148743.0
Юго-Западный банк_Аппарат Юго-Западного банка_0872165847;Юго-Западный банк_Аппарат Юго-Западного банка_Новиков Даниил Максимович;872165847;Юго-Западный банк;Аппарат Юго-Западного банка;Новиков Даниил Максимович;👎;83043;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_0872165847;Юго-Западный банк_Аппарат Юго-Западного банка_Новиков Даниил Максимович;872165847;Юго-Западный банк;Аппарат Юго-Западного банка;Новиков Даниил Максимович;👎;151051;83043.0;81.89;68008.0;151051.0
Юго-Западный банк_Аппарат Юго-Западного банка_1623114855;Юго-Западный банк_Аппарат Юго-Западного банка_Алексеев Сергей Дмитриевич;1623114855;Юго-Западный банк;Аппарат Юго-Западного банка;Алексеев Сергей Дмитриевич;👍;205361;189108.0;8.59;16253.0;205361.0
Юго-Западный банк_Аппарат Юго-Западного банка_1623114855;Юго-Западный банк_Аппарат Юго-Западного банка_Алексеев Сергей Дмитриевич;1623114855;Юго-Западный банк;Аппарат Юго-Западного банка;Алексеев Сергей Дмитриевич;👍;189108;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_1632027813;Юго-Западный банк_Аппарат Юго-Западного банка_Петров Анастасия Владимировна;1632027813;Юго-Западный банк;Аппарат Юго-Западного банка;Петров Анастасия Владимировна;👎;203965;199875.0;2.05;4090.0;203965.0
Юго-Западный банк_Аппарат Юго-Западного банка_1632027813;Юго-Западный банк_Аппарат Юго-Западного банка_Петров Анастасия Владимировна;1632027813;Юго-Западный банк;Аппарат Юго-Западного банка;Петров Анастасия Владимировна;👎;199875;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_3017002219;Юго-Западный банк_Аппарат Юго-Западного банка_Попов Роман Александрович;3017002219;Юго-Западный банк;Аппарат Юго-Западного банка;Попов Роман Александрович;👍;111033;108377.0;2.45;2656.0;111033.0
Юго-Западный банк_Аппарат Юго-Западного банка_3017002219;Юго-Западный банк_Аппарат Юго-Западного банка_Попов Роман Александрович;3017002219;Юго-Западный банк;Аппарат Юго-Западного банка;Попов Роман Александрович;👍;108377;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_4077381404;Юго-Западный банк_Аппарат Юго-Западного банка_Егоров Диана Андреевна;4077381404;Юго-Западный банк;Аппарат Юго-Западного банка;Егоров Диана Андреевна;👍;201452;199943.0;0.75;1509.0;201452.0
Юго-Западный банк_Аппарат Юго-Западного банка_4077381404;Юго-Западный банк_Аппарат Юго-Западного банка_Егоров Диана Андреевна;4077381404;Юго-Западный банк;Аппарат Юго-Западного банка;Егоров Диана Андреевна;👍;199943;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_4798073517;Юго-Западный банк_Аппарат Юго-Западного банка_Новиков Артем Николаевич;4798073517;Юго-Западный банк;Аппарат Юго-Западного банка;Новиков Артем Николаевич;👍;183611;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_4798073517;Юго-Западный банк_Аппарат Юго-Западного банка_Новиков Артем Николаевич;4798073517;Юго-Западный банк;Аппарат Юго-Западного банка;Новиков Артем Николаевич;👍;196159;183611.0;6.83;12548.0;196159.0
Юго-Западный банк_Аппарат Юго-Западного банка_4958721504;Юго-Западный банк_Аппарат Юго-Западного банка_Морозов Ксения Сергеевна;4958721504;Юго-Западный банк;Аппарат Юго-Западного банка;Морозов Ксения Сергеевна;👍;177329;162636.0;9.03;14693.0;177329.0
Юго-Западный банк_Аппарат Юго-Западного банка_4982018953;Юго-Западный банк_Аппарат Юго-Западного банка_Степанов Алексей Алексеевич;4982018953;Юго-Западный банк;Аппарат Юго-Западного банка;Степанов Алексей Алексеевич;👎;124205;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_4982018953;Юго-Западный банк_Аппарат Юго-Западного банка_Степанов Алексей Алексеевич;4982018953;Юго-Западный банк;Аппарат Юго-Западного банка;Степанов Алексей Алексеевич;👎;126327;124205.0;1.71;2122.0;126327.0
Юго-Западный банк_Аппарат Юго-Западного банка_5547574904;Юго-Западный банк_Аппарат Юго-Западного банка_Павлов Виктория Ивановна;5547574904;Юго-Западный банк;Аппарат Юго-Западного банка;Павлов Виктория Ивановна;👍;154951;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_5547574904;Юго-Западный банк_Аппарат Юго-Западного банка_Павлов Виктория Ивановна;5547574904;Юго-Западный банк;Аппарат Юго-Западного банка;Павлов Виктория Ивановна;👍;182161;154951.0;17.56;27210.0;182161.0
Юго-Западный банк_Аппарат Юго-Западного банка_5855525236;Юго-Западный банк_Аппарат Юго-Западного банка_Кузнецов Игорь Иванович;5855525236;Юго-Западный банк;Аппарат Юго-Западного банка;Кузнецов Игорь Иванович;👎;127202;80168.0;58.67;47034.0;127202.0
Юго-Западный банк_Аппарат Юго-Западного банка_5855525236;Юго-Западный банк_Аппарат Юго-Западного банка_Кузнецов Игорь Иванович;5855525236;Юго-Западный банк;Аппарат Юго-Западного банка;Кузнецов Игорь Иванович;👎;80168;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_5863988304;Юго-Западный банк_Аппарат Юго-Западного банка_Васильев Игорь Максимович;5863988304;Юго-Западный банк;Аппарат Юго-Западного банка;Васильев Игорь Максимович;👍;158058;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_5863988304;Юго-Западный банк_Аппарат Юго-Западного банка_Васильев Игорь Максимович;5863988304;Юго-Западный банк;Аппарат Юго-Западного банка;Васильев Игорь Максимович;👍;187429;158058.0;18.58;29371.0;187429.0
Юго-Западный банк_Аппарат Юго-Западного банка_6177480117;Юго-Западный банк_Аппарат Юго-Западного банка_Семенов Наталья Николаевна;6177480117;Юго-Западный банк;Аппарат Юго-Западного банка;Семенов Наталья Николаевна;👍;198503;139329.0;42.47;59174.0;198503.0
Юго-Западный банк_Аппарат Юго-Западного банка_6177480117;Юго-Западный банк_Аппарат Юго-Западного банка_Семенов Наталья Николаевна;6177480117;Юго-Западный банк;Аппарат Юго-Западного банка;Семенов Наталья Николаевна;👍;139329;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_6184615217;Юго-Западный банк_Аппарат Юго-Западного банка_Морозов Роман Алексеевич;6184615217;Юго-Западный банк;Аппарат Юго-Западного банка;Морозов Роман Алексеевич;👍;105334;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_6184615217;Юго-Западный банк_Аппарат Юго-Западного банка_Морозов Роман Алексеевич;6184615217;Юго-Западный банк;Аппарат Юго-Западного банка;Морозов Роман Алексеевич;👍;111532;105334.0;5.88;6198.0;111532.0
Юго-Западный банк_Аппарат Юго-Западного банка_7153704549;Юго-Западный банк_Аппарат Юго-Западного банка_Степанов Наталья Владимировна;7153704549;Юго-Западный банк;Аппарат Юго-Западного банка;Степанов Наталья Владимировна;👍;116663;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_7153704549;Юго-Западный банк_Аппарат Юго-Западного банка_Степанов Наталья Владимировна;7153704549;Юго-Западный банк;Аппарат Юго-Западного банка;Степанов Наталья Владимировна;👍;213010;116663.0;82.59;96347.0;213010.0
Юго-Западный банк_Аппарат Юго-Западного банка_7712873239;Юго-Западный банк_Аппарат Юго-Западного банка_Смирнов Николай Алексеевич;7712873239;Юго-Западный банк;Аппарат Юго-Западного банка;Смирнов Николай Алексеевич;👎;171649;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_7712873239;Юго-Западный банк_Аппарат Юго-Западного банка_Смирнов Николай Алексеевич;7712873239;Юго-Западный банк;Аппарат Юго-Западного банка;Смирнов Николай Алексеевич;👎;182022;171649.0;6.04;10373.0;182022.0
Юго-Западный банк_Аппарат Юго-Западного банка_8112548432;Юго-Западный банк_Аппарат Юго-Западного банка_Егоров Даниил Николаевич;8112548432;Юго-Западный банк;Аппарат Юго-Западного банка;Егоров Даниил Николаевич;👍;184639;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_8422428897;Юго-Западный банк_Аппарат Юго-Западного банка_Морозов Диана Николаевна;8422428897;Юго-Западный банк;Аппарат Юго-Западного банка;Морозов Диана Николаевна;👍;85307;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_8422428897;Юго-Западный банк_Аппарат Юго-Западного банка_Морозов Диана Николаевна;8422428897;Юго-Западный банк;Аппарат Юго-Западного банка;Морозов Диана Николаевна;👍;102132;85307.0;19.72;16825.0;102132.0
Юго-Западный банк_Аппарат Юго-Западного банка_9484135494;Юго-Западный банк_Аппарат Юго-Западного банка_Федоров Арина Максимовна;9484135494;Юго-Западный банк;Аппарат Юго-Западного банка;Федоров Арина Максимовна;👍;50519;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_9541877870;Юго-Западный банк_Аппарат Юго-Западного банка_Федоров Диана Владимировна;9541877870;Юго-Западный банк;Аппарат Юго-Западного банка;Федоров Диана Владимировна;👍;145040;N/A;N/A;N/A;N/A
Юго-Западный банк_Аппарат Юго-Западного банка_9541877870;Юго-Западный банк_Аппарат Юго-Западного банка_Федоров Диана Владимировна;9541877870;Юго-Западный банк;Аппарат Юго-Западного банка;Федоров Диана Владимировна;👍;191569;145040.0;32.08;46529.0;191569.0
Юго-Западный банк_Головное отделение по ДНР_0342280755;Юго-Западный банк_Головное отделение по ДНР_Михайлов Максим Николаевич;342280755;Юго-Западный банк;Головное отделение по ДНР;Михайлов Максим Николаевич;👍;151145;109731.0;37.74;41414.0;151145.0
Юго-Западный банк_Головное отделение по ДНР_0342280755;Юго-Западный банк_Головное отделение по ДНР_Михайлов Максим Николаевич;342280755;Юго-Западный банк;Головное отделение по ДНР;Михайлов Максим Николаевич;👍;109731;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_1843031243;Юго-Западный банк_Головное отделение по ДНР_Егоров Алиса Дмитриевна;1843031243;Юго-Западный банк;Головное отделение по ДНР;Егоров Алиса Дмитриевна;👍;66494;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_2907834606;Юго-Западный банк_Головное отделение по ДНР_Егоров Наталья Николаевна;2907834606;Юго-Западный банк;Головное отделение по ДНР;Егоров Наталья Николаевна;👍;198245;183588.0;7.98;14657.0;198245.0
Юго-Западный банк_Головное отделение по ДНР_2907834606;Юго-Западный банк_Головное отделение по ДНР_Егоров Наталья Николаевна;2907834606;Юго-Западный банк;Головное отделение по ДНР;Егоров Наталья Николаевна;👍;183588;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_3912844414;Юго-Западный банк_Головное отделение по ДНР_Соколов Полина Андреевна;3912844414;Юго-Западный банк;Головное отделение по ДНР;Соколов Полина Андреевна;👍;71059;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_3912844414;Юго-Западный банк_Головное отделение по ДНР_Соколов Полина Андреевна;3912844414;Юго-Западный банк;Головное отделение по ДНР;Соколов Полина Андреевна;👍;90510;71059.0;27.37;19451.0;90510.0
Юго-Западный банк_Головное отделение по ДНР_3918161431;Юго-Западный банк_Головное отделение по ДНР_Степанов Дарья Дмитриевна;3918161431;Юго-Западный банк;Головное отделение по ДНР;Степанов Дарья Дмитриевна;👍;137081;110651.0;23.89;26430.0;137081.0
Юго-Западный банк_Головное отделение по ДНР_3918161431;Юго-Западный банк_Головное отделение по ДНР_Степанов Дарья Дмитриевна;3918161431;Юго-Западный банк;Головное отделение по ДНР;Степанов Дарья Дмитриевна;👍;110651;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_6240233920;Юго-Западный банк_Головное отделение по ДНР_Николаев Мария Михайловна;6240233920;Юго-Западный банк;Головное отделение по ДНР;Николаев Мария Михайловна;👍;149469;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_6240233920;Юго-Западный банк_Головное отделение по ДНР_Николаев Мария Михайловна;6240233920;Юго-Западный банк;Головное отделение по ДНР;Николаев Мария Михайловна;👍;158646;149469.0;6.14;9177.0;158646.0
Юго-Западный банк_Головное отделение по ДНР_6418080257;Юго-Западный банк_Головное отделение по ДНР_Павлов Евгений Михайлович;6418080257;Юго-Западный банк;Головное отделение по ДНР;Павлов Евгений Михайлович;👍;168571;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_6418080257;Юго-Западный банк_Головное отделение по ДНР_Павлов Евгений Михайлович;6418080257;Юго-Западный банк;Головное отделение по ДНР;Павлов Евгений Михайлович;👍;197990;168571.0;17.45;29419.0;197990.0
Юго-Западный банк_Головное отделение по ДНР_6897657291;Юго-Западный банк_Головное отделение по ДНР_Федоров Тимур Михайлович;6897657291;Юго-Западный банк;Головное отделение по ДНР;Федоров Тимур Михайлович;👍;178123;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_6897657291;Юго-Западный банк_Головное отделение по ДНР_Федоров Тимур Михайлович;6897657291;Юго-Западный банк;Головное отделение по ДНР;Федоров Тимур Михайлович;👍;187856;178123.0;5.46;9733.0;187856.0
Юго-Западный банк_Головное отделение по ДНР_8642980009;Юго-Западный банк_Головное отделение по ДНР_Федоров Ксения Ивановна;8642980009;Юго-Западный банк;Головное отделение по ДНР;Федоров Ксения Ивановна;👍;156503;142301.0;9.98;14202.0;156503.0
Юго-Западный банк_Головное отделение по ДНР_8642980009;Юго-Западный банк_Головное отделение по ДНР_Федоров Ксения Ивановна;8642980009;Юго-Западный банк;Головное отделение по ДНР;Федоров Ксения Ивановна;👍;142301;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по ДНР_9565117872;Юго-Западный банк_Головное отделение по ДНР_Петров Александр Максимович;9565117872;Юго-Западный банк;Головное отделение по ДНР;Петров Александр Максимович;👍;204617;197899.0;3.39;6718.0;204617.0
Юго-Западный банк_Головное отделение по ДНР_9565117872;Юго-Западный банк_Головное отделение по ДНР_Петров Александр Максимович;9565117872;Юго-Западный банк;Головное отделение по ДНР;Петров Александр Максимович;👍;197899;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_1037621990;Юго-Западный банк_Головное отделение по Республике Крым_Степанов Елена Александровна;1037621990;Юго-Западный банк;Головное отделение по Республике Крым;Степанов Елена Александровна;👍;196198;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_1037621990;Юго-Западный банк_Головное отделение по Республике Крым_Степанов Елена Александровна;1037621990;Юго-Западный банк;Головное отделение по Республике Крым;Степанов Елена Александровна;👍;205764;196198.0;4.88;9566.0;205764.0
Юго-Западный банк_Головное отделение по Республике Крым_2858042504;Юго-Западный банк_Головное отделение по Республике Крым_Семенов Диана Сергеевна;2858042504;Юго-Западный банк;Головное отделение по Республике Крым;Семенов Диана Сергеевна;👎;154342;148685.0;3.8;5657.0;154342.0
Юго-Западный банк_Головное отделение по Республике Крым_2858042504;Юго-Западный банк_Головное отделение по Республике Крым_Семенов Диана Сергеевна;2858042504;Юго-Западный банк;Головное отделение по Республике Крым;Семенов Диана Сергеевна;👎;148685;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_4085494810;Юго-Западный банк_Головное отделение по Республике Крым_Иванов Виктория Николаевна;4085494810;Юго-Западный банк;Головное отделение по Республике Крым;Иванов Виктория Николаевна;👍;148234;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_4085494810;Юго-Западный банк_Головное отделение по Республике Крым_Иванов Виктория Николаевна;4085494810;Юго-Западный банк;Головное отделение по Республике Крым;Иванов Виктория Николаевна;👍;193800;148234.0;30.74;45566.0;193800.0
Юго-Западный банк_Головное отделение по Республике Крым_4964162595;Юго-Западный банк_Головное отделение по Республике Крым_Морозов Светлана Александровна;4964162595;Юго-Западный банк;Головное отделение по Республике Крым;Морозов Светлана Александровна;👍;121554;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_4964162595;Юго-Западный банк_Головное отделение по Республике Крым_Морозов Светлана Александровна;4964162595;Юго-Западный банк;Головное отделение по Республике Крым;Морозов Светлана Александровна;👍;189801;121554.0;56.15;68247.0;189801.0
Юго-Западный банк_Головное отделение по Республике Крым_5100286263;Юго-Западный банк_Головное отделение по Республике Крым_Васильев Максим Дмитриевич;5100286263;Юго-Западный банк;Головное отделение по Республике Крым;Васильев Максим Дмитриевич;👍;194929;130195.0;49.72;64734.0;194929.0
Юго-Западный банк_Головное отделение по Республике Крым_5100286263;Юго-Западный банк_Головное отделение по Республике Крым_Васильев Максим Дмитриевич;5100286263;Юго-Западный банк;Головное отделение по Республике Крым;Васильев Максим Дмитриевич;👍;130195;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_5435424996;Юго-Западный банк_Головное отделение по Республике Крым_Васильев Николай Сергеевич;5435424996;Юго-Западный банк;Головное отделение по Республике Крым;Васильев Николай Сергеевич;👍;107988;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_5779732620;Юго-Западный банк_Головное отделение по Республике Крым_Волков Александр Сергеевич;5779732620;Юго-Западный банк;Головное отделение по Республике Крым;Волков Александр Сергеевич;👎;190487;185505.0;2.69;4982.0;190487.0
Юго-Западный банк_Головное отделение по Республике Крым_5779732620;Юго-Западный банк_Головное отделение по Республике Крым_Волков Александр Сергеевич;5779732620;Юго-Западный банк;Головное отделение по Республике Крым;Волков Александр Сергеевич;👎;185505;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_8809495631;Юго-Западный банк_Головное отделение по Республике Крым_Алексеев Мария Александровна;8809495631;Юго-Западный банк;Головное отделение по Республике Крым;Алексеев Мария Александровна;👍;203453;56069.0;262.86;147384.0;203453.0
Юго-Западный банк_Головное отделение по Республике Крым_8809495631;Юго-Западный банк_Головное отделение по Республике Крым_Алексеев Мария Александровна;8809495631;Юго-Западный банк;Головное отделение по Республике Крым;Алексеев Мария Александровна;👍;56069;N/A;N/A;N/A;N/A
Юго-Западный банк_Головное отделение по Республике Крым_9836068925;Юго-Западный банк_Головное отделение по Республике Крым_Смирнов Александр Максимович;9836068925;Юго-Западный банк;Головное отделение по Республике Крым;Смирнов Александр Максимович;👍;176246;117867.0;49.53;58379.0;176246.0
Юго-Западный банк_Головное отделение по Республике Крым_9836068925;Юго-Западный банк_Головное отделение по Республике Крым_Смирнов Александр Максимович;9836068925;Юго-Западный банк;Головное отделение по Республике Крым;Смирнов Александр Максимович;👍;117867;N/A;N/A;N/A;N/A
Юго-Западный банк_Ингушское отделение № 8633_0888986912;Юго-Западный банк_Ингушское отделение № 8633_Смирнов Юлия Михайловна;888986912;Юго-Западный банк;Ингушское отделение № 8633;Смирнов Юлия Михайловна;👍;200718;182552.0;9.95;18166.0;200718.0
Юго-Западный банк_Ингушское отделение № 8633_0888986912;Юго-Западный банк_Ингушское отделение № 8633_Смирнов Юлия Михайловна;888986912;Юго-Западный банк;Ингушское отделение № 8633;Смирнов Юлия Михайловна;👍;182552;N/A;N/A;N/A;N/A
Юго-Западный банк_Ингушское отделение № 8633_1283961586;Юго-Западный банк_Ингушское отделение № 8633_Алексеев Екатерина Михайловна;1283961586;Юго-Западный банк;Ингушское отделение № 8633;Алексеев Екатерина Михайловна;👍;149733;80586.0;85.81;69147.0;149733.0
Юго-Западный банк_Ингушское отделение № 8633_1283961586;Юго-Западный банк_Ингушское отделение № 8633_Алексеев Екатерина Михайловна;1283961586;Юго-Западный банк;Ингушское отделение № 8633;Алексеев Екатерина Михайловна;👍;80586;N/A;N/A;N/A;N/A
Юго-Западный банк_Ингушское отделение № 8633_2497047032;Юго-Западный банк_Ингушское отделение № 8633_Михайлов Алиса Дмитриевна;2497047032;Юго-Западный банк;Ингушское отделение № 8633;Михайлов Алиса Дмитриевна;👍;207760;196437.0;5.76;11323.0;207760.0
Юго-Западный банк_Ингушское отделение № 8633_2497047032;Юго-Западный банк_Ингушское отделение № 8633_Михайлов Алиса Дмитриевна;2497047032;Юго-Западный банк;Ингушское отделение № 8633;Михайлов Алиса Дмитриевна;👍;196437;N/A;N/A;N/A;N/A
Юго-Западный банк_Ингушское отделение № 8633_4307408784;Юго-Западный банк_Ингушское отделение № 8633_Смирнов Константин Андреевич;4307408784;Юго-Западный банк;Ингушское отделение № 8633;Смирнов Константин Андреевич;👍;133546;N/A;N/A;N/A;N/A
Юго-Западный банк_Ингушское отделение № 8633_4307408784;Юго-Западный банк_Ингушское отделение № 8633_Смирнов Константин Андреевич;4307408784;Юго-Западный банк;Ингушское отделение № 8633;Смирнов Константин Андреевич;👍;199561;133546.0;49.43;66015.0;199561.0
Юго-Западный банк_Ингушское отделение № 8633_4703807924;Юго-Западный банк_Ингушское отделение № 8633_Алексеев Денис Андреевич;4703807924;Юго-Западный банк;Ингушское отделение № 8633;Алексеев Денис Андреевич;👍;83758;N/A;N/A;N/A;N/A
Юго-Западный банк_Ингушское отделение № 8633_4703807924;Юго-Западный банк_Ингушское отделение № 8633_Алексеев Денис Андреевич;4703807924;Юго-Западный банк;Ингушское отделение № 8633;Алексеев Денис Андреевич;👍;153936;83758.0;83.79;70178.0;153936.0
